TransactionNumber,LineNumber,InvoiceDate,AccountingDate,PostingDate,VendorName,VendorCountry,VendorVatId,CustomerName,CustomerCountry,CustomerVatId,Currency,BaseAmount,TaxAmount,TaxRate,ShipToCountry,ShipFromCountry,LineDescription
:};/,210,20200224,20220314,2016-08-15,S.A. & Co Holdings GmbH,SE,"
₹😀V-I..9HJWWOH1ZY2Z2V5Y.53Q",Sarl S.A. Oy,Nederland,0,AUD,495893.19%,"'99,99'",0.05,GB,Holland,Office suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice suppliesOffice supplies
0394246892,,08.12.2015,25/12/2017,2024-10-22 11:00:37,BV  GmbH  Limited  Trading  Holdings,BE,BEKITTB55XFYCZAO290WAK,   ,CHN,EBP,CHF,-316266679354.17334,€-22138667545.51,0.07,JP,IE,😀€Freight charges©®
000882989291,-38,04/04/2019,19460910,30/10/2019,Oy Partners,UAE,GTYHFNAMA-GR5/OURQC0G_1NO,Global Sarl GmbH Co,DE,VATDE2G6W7ENPMYP2P7WD70G7,AUD,207765798920.56332,€39475501785.70,0.19,JP,123,Reverse charge applies
392685560,422,09/23/2016,20210324,N/A,   ,Netherland,BE-8308939-7E7,S.A. SpA Sarl,SE,SEF9ECWVNO,EUR,780806594687.2948,€70272593526.71,9.0,Nederland,ZA,Exempt supply | IG8NPFXG3iS5
786195350,n,2027-02-24 22:05:05,08-05-26,04/05/2020,& BV LLC,FRA,™BT9,BV	Sarl	Oy	BV	PartnersBV	Sarl	Oy	BV	PartnersBV	Sarl	Oy	BV	PartnersBV	Sarl	Oy	BV	PartnersBV	Sarl	Oy	BV	PartnersBV	Sarl	Oy	BV	Partners,SWE,PLIBXPC,CAD,159 985.13,33596.88,21%%,GB,DEU,Exempt supplytab	inside
y2NMYA3Fu3sNbQcMUN,436,2022-08-07 17:21:41,06/28/2024,03/08/2020,BV NV BV LLC Partners,JPN,®VATDL..LNGVX5HT08D,BV NV Holdings SpABV NV Holdings SpABV NV Holdings SpABV NV Holdings SpA,Nederland,ES2983113526G,CHF,GBP 257475.74,23172.82,9.0,XX,CA,Freight charges
000772062862,A,20181019,20201011 (local),05/27/1922,Limited Sarl Sarl,US,VATUSTZ7FQF6SWT502ZIU9V2H,Co K.K. OR 1=1,BR,UNKNOWN,JPY,GBP 189707.15,9485.36,5.0%,CA,CN,Reimbursement | qXAzp2jo6Rrm9wrl DBGZyzlmnX
,447,2018/10/14,2019-07-30,2023/05/26,Global SpA,France,P,€	NV Inc Inc®,FR,,eur,389039.97??,-Infinity,5.0%,ES,ES,Import VATImport VATImport VATImport VATImport VATImport VATImport VATImport VAT
000171101195,,2024-08-29 15:42:52,00/00/0000,23/09/2017,NV Inc Inc S.A. B.V.,DE,DE45049166C,S.A. Trading Limited Sarl B.V.,IE,442679396499536O,PLN,-Infinity,"GBP 318694,06",2.5516715888431,Germnay,IE,Office supplies
){##:@)(,tTErPf,18-Dec-2020,2020-08-29 06:41:27 UTC,2023-05-26 08:45:22,SpA B.V. SpA BV,???,640838938,& GmbH K.K. Sarl Oy,Germnay,R,INR,37402.93,166262.62,5.2914001399825565,JPN,JP,"Reimbursement""unclosed"
858663789,98,26/08/2020,27/02/2026,2023-09-22,"Inc Trading Oy£€",,VATGBILQP9RGMO13VTP3M8LEK,Holdings  &  Trading  K.K.  Sarl,FR,FRB8X9XWEW7O2X4EJHP6WJ,INR,€24843.19, (123.45) ,0.05,IN,PL,Payment fee££©
000462885719,410,"""29.08.2023",11/11/2021,08/23/2025,Global S.A. Global Oy Oy,SE,SE7QDAN36V1BF5MV41KBDK,B.V. NV NV,IE,5,CAD,"1 234 567,89",111116.55,0.09,Netherlands,Brazil,Rounding diff | grUHQwqGu7tc1rpGL 
.**}]*{\;^>>,MnOR,02.04.2014,02/18/2017,'09/24/2016Z',Oy Trading Co S.A.,AE,VATAE57GAN6K9DH61,Limited NV,IN,D-ZBI1 D-ZBI1,JPY¥,274156.95,27412953.43,9999,  ,US,Import VAT
!\!(>*%)]|,465,"20170710""",9999-99-99,01.04.2027,€😀™Limited Trading	£®,Spain,F4.CYI97O,B.V. GmbH Holdings Oy,CA,VATCA5WFI0VLCAT6V,JPY¥,15350.92,3228.48,"21,0%",N L,CA,Reverse charge applies
118893430,9s,,20240126,2026-12-32,Oy Holdings OyOy Holdings OyOy Holdings OyOy Holdings OyOy Holdings Oy,123,"

😀LK9",NV Oy B.V.,IE,IEAQTJ7XIOU4, USD,"£- 123,45","'99,99'","21,0%",US,JPN,Reverse charge applies
46664886, ,,1/1/1,2018-03-12 17:52:04,B.V.	S.A.	Oy	B.V.,CA,CAF4ZVOTLUWM,LLC Oy CoLLC Oy CoLLC Oy CoLLC Oy CoLLC Oy CoLLC Oy Co,Netherland,I,NOK,348.87,"230589,79",,IE,  ,Exempt supply
162220527,1753,"2020-01-07 23:55:17Z""",20240414,2026-05-08T25:61:61,Oy BV Limited GmbH Oy,GB,GBBT5OGUS6GM,GmbH Inc GmbH B.V. K.K.,CA,CA56K6DA74UJ,CHF,"'99,99'","1 234 567,89",0.21,🇳🇱,DE,Consulting services | 55rz1qN0qPBiby Lyg1FQNnOWZj9RMX5bREV5pXlI
!|:}{@.,81.58,2016-07-19,1936/10/28,12/06/2019,S.A. Trading NV GmbH,DE,,& SpA SpA;,CA,CARME79XVV7C,INR,153781.66,38445.42,0.25,Holland,XX,Consulting services | gQaqxPVgqRTvJzTzUlT
{|,138,08/26/2017,2026/07/16,2026-05-08T25:61:61,Trading Global Trading'₹€®,IE,IE52368936184194452368936184194,,China,Z,AUD,245740.53,"188834,09 ",VAT21,🇳🇱,CHN,Exempt supply
0171521019,38,20230325,2015/06/10,12/22/2019,Oy Sarl Sarl,NL,NLPHEWM8SQWFTCBBVUKFS0,Limited S.A.,IE,VATLJI4CD/-FIEU96F,CHF,360356654750.6258,36032061908515.07,9999,BR,FR,Reverse charge applies | ZKS7Kj7xqc5j4v4wL0Q6wIV
*{>!^@.?,304,1/1/1,2024-07-23 09:28:49,02/09/2024,yBN,XX,XXK9F892ECNHGCCP75YH8J,S.A. SpA K.K. Global,IN,INXN34XAOWSR4G,EUR,129123.57??,-821152294754.78,9999,Netherlands,Sweden,Import VAT | 3uoAd3KRjtxlhJMbJQidMBAcrTHcdcnHtXoTHplIyE;DROP TABLE T;
683637849,455,1/1/1,N/A,12/14/2024Z,Co Oy Trading Trading,IE,😀€™E84VAT,"Trading
B.V.
B.V.
Partners",IN,0C0VAT,E_U_R,N/A,19312.76,0.1,JP,NL,Intra-EU acquisition
zOxO3MEDUSyG,363,08-05-26,"20240412""",05/22/2015,"S.A.
SpA",Germnay,ULP,iW94d2IQTv6dXReMYaci2J21p7BNoQba07d_,IE,IE4566888688456688868,NOK,136413.18,28646.77, 0.2100 ,CN,ZA,"Payment fee""unclosed"
TXN-AbQsZqn1cqycT-oN-Gjs6s,285,08-Aug-2023,20241207,2024-08-23,Sarl	SpA	BV	Sarl,🇳🇱,AU14CBL,£K.K. Partners Oy Trading™¥,BR,BRFQUK6377MGS9ZQ,PLN,351104.87,€73726.47,2 1 %,ES,FR,Import VAT
TXN-nIPp1zPFKT0,,09.08.2024,04/04/2083,20200726 (local),Partners BV,JP,9T-93RXKEAP8UIH5MYOBKXGWI,"Limited Co K.K. Inc OR 1=1£",GB,VATGBMMEGLKIZKRZ0,EUR,124189222051.39066,€11177029982.65,9.0%,ITA,NO,Payment fee
000957304982,QDgp,2026-00-10,20240724,2024-11-19 03:38:10,₹Inc SpA,ZA,ZAGJ,"LLC , Oy , B.V.",GB,GB8495558976,US$,1e309,inf,100,🇳🇱,Poland,N/A
?\[|(@?.$${,176,12.10.2016,,30/12/2042,"
¥Global	NV	😀	",NO,P,IhdjRnMb56mx9y7YsuqrmbaBIaq37oniiFB,AE,_AWW85EHOXPSU7YK5WGT-OGA1,AUD,0xFF,422798.30,0.09,Germnay,UAE,Reverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHjReverse charge applies | m8F9dCHSCuddjDIOfoeqVSeMee53I7nHsH 1VHj
TXN-M6GWCNJ5zT7cn2,393,2016-10-14 07:57:09,27/07/2019,13/13/2013,Global PartnersGlobal PartnersGlobal Partners©®,ZA,,LLC  NV  Limited  BV,IND,₹IESUQQYJZ2SHAI8X,CAD,907207652327.5597,€82482042058.35,9.091859162203166,Nederland,SE,"Office supplies | IKy3gkQf8OpfVBomDfR1c FQ6MQBe2meqSqrJcomma,inside"
)$}/,iBCN,16/07/2025,2021/08/14 +02:00,23/10/1999,"GmbH
Co",ES,ES79903581KI,Partners Sarl Oy Trading,CN,CN0Q,CAD,696139543212.8004,€48729768024.90,7.000000000000001,United States,IN,"®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©®™😀Freight chargescomma,inside₹©"
0888718976,442,2083/03/12,02/19/2024,2027-12-14,Trading  &  K.K.Trading  &  K.K.Trading  &  K.K.,CA,CAL7081G2S,   ,Poland, ,AUD,396356.47,83234.86,2 1 %,???,AU,£Software license😀
",#).$?}@)}@\",57,2020-07-11 11:21:54,2017-02-03,2026.05.08.12.99.00,"GmbH Sarl,",ESP,VATM,,CHN,IENE,USD,172153.21,36144.96,"21,0%",CN,DE,Exempt supply
**#]%]?!;,UCp,2047/11/28,20250418,19.09.2024,& GmbH,BE,BEZE,QpwfMPQ7FKTfA0EAtZg8D4cithhSq,Norway,™M18Q.2NZN,US$,NULL,43309.00,"21,0%",FR,DE/FR,Reverse charge applies | FxsGY1CChLNsa5X7Ugk0zUeydkHc4Zi0OaSAIDEgxHnx
"\%*<](],){",oFxIr,10.05.2021,1946/03/30,1/1/1,SpA	Inc,Holland,AUHQ55ED3@9D,NV K.K. Oy NV,CN,F,€,343032.79,22752.78,6.632830239271668,ES,Nederland,"😀Intra-EU acquisition""unclosed"
TVtX9EYxowRl1QG,Cz2,20180207,2026-04-31,14/01/2020 +02:00,£S.A. Limited,  ,UC6,"™
B.V. Global K.K. SpA'",XX,3G_BWNQM30GJ/I98DO-X/L/E7,0,--123,993186518910.8568,0.2,AE,US,Consulting services
TXN-hdDj,410,2008-09-16 21:10:11,29/02/2025,2027/12/15 +02:00,Trading Limited,JP,.QN9/27MKSB6RVIMAE1JRBBX8,,CN,CN@0@QNNBM,0,80 789.69,€4039.48,0.05,NLD ,ES,"Payment fee®€	"
000746459430,,20270519,9999-99-99,2026.05.08.12.99.00,sUa5zcKqp6xxQTAUH-C0E9reOcq-NPN92Pi,JP,,Global & Sarl Sarl,AE,,eur, ,343872.79,21.0,IRL,CA,"
Export zero-rated | OcmsXH8yMOfVaxxp35NWsjKQhS5g5Kfk9gxI9 GP""unclosed®😀¥"
}<%|,180,30-May-2015,2017/10/15,,"	B.V.
S.A.
B.V.	€¥",CN,VATCN0X,Sarl S.A.,Spain,VATIR9S17..5,INR,ten%,-Infinity,100,PL,GB,Freight charges
832603007,4.7,2020-02-23,2019-03-16 01:27:53,2026-00-10,Global Co K.K. Oy BVGlobal Co K.K. Oy BVGlobal Co K.K. Oy BV,DE,-PD,&	Oy	Inc	S.A.,GB,UNKNOWN,AUD,467615.39,"€295023,11",twenty one percent,CA,FR,
?<^],57.87,2026-12-32,"May 35, 2026",,K.K. Oy K.K. LLC₹😀,DE,6R4UM44K3J4UAR1,LLC B.V. Co Inc',AE,VATAERLUZ7WZ0PD,JPY,475024.68,one hundred,twenty one percent,BEL,???,Import VAT | fzGYnPLoCD4YO4gTX
000824456173,309,,2018-05-20,09.04.2017,£K.K. Co NV,BE,4X8,Holdings & SpA Partners NV,Canada,VAT5SCIDKCKCWVAC/N,CAD,149203.73,129738.07 ,0.09,SE,,Adjustment / credit note
%}$&^[%?#,D3Q,23-Feb-2026 UTC,"""2020-07-06",16.05.2022,BV Sarl BVBV Sarl BVBV Sarl BV,NO,ZSVIE-1QY20D5EK,Inc Global GmbH,GB,SQ31N9-/N SQ31N9-/N,SEK,   123   ,23.37,0.19,AU,🇳🇱,"

Reimbursement™¥"
INF,zlG,2026-00-10,01/23/2023 GMT+2,10/26/2020,& B.V. GmbH LLC /*test*/& B.V. GmbH LLC /*test*/& B.V. GmbH LLC /*test*/,IE,IE8808196450T8808196450,Sarl GmbH Holdings NV,BE,BES4WZXDLU7ECQ,CAD,238294.96,218994.59,,IE,ZA,Consulting services
\@|#.^@}%],25,,2023/07/16,10.04.2027,S.A. Co Trading Limited GmbHS.A. Co Trading Limited GmbHS.A. Co Trading Limited GmbHS.A. Co Trading Limited GmbH,BR,PTYYTM,   ,Netherlands,BRI3,,496107.28,104182.53,21%%,CN,SWE,Import VAT
000299423583,B,20291115,2023/06/09,"""2024-02-16",B.V. Holdings LLC Global Partners,ZA,OT7RHB95LILQXTT,Trading NV Global,FR,F,EUR,-245644797377.8142,311892.13,VAT21,Netherlands,France,"Reverse charge applies""unclosed"
"/<:!#@,(##,>",G,15/10/2017,2023-01-28Z,13/13/2013,K.K. Limited /*test*/,NL,NL9BV4Q4PT4C,"& , Inc , S.A. , SpA , K.K.,",China,XN870L47AKQ8H8ELP47F.VFM6,EURO,0.00012020890203909279,0.00,0.09,Belgium,Holland,Import VAT
?!/<]..!,308,25/07/2020,2026-2-30,20190928,Oy K.K. NV SpA,AU,¥₹AU37NJ2C4B1CJJ3B,"SpA
BV
Partners
BV
K.K.",JP,JPGSUR5JDJ9RDH,EUR,   123   ,--123,-2.1825675253179657,Poland,Netherland,Reimbursement
&:<,N,29.08.2021,"""11/23/2019",2026/99/01,😀Partners TradingPartners TradingPartners TradingPartners TradingPartners Trading¥₹£,Netherland,Z1B_2N2M0OMZDF9EX3X1PE57R,,XX,XXWG4WP0O0LZ,JPY¥,353.543.54??,0.00012506249571315746,twenty one percent,IT,Norway,Office supplies
TXN-cqmV3dhupd,P,08/12/2016,"May 35, 2026",08/16/2027,Sarl Partners BV,POL,E,BV Global,Netherland,CR.A509AM4.5Y0UUZV25N71TT,INR,437994.52,€39419.51,9.0,Brazil,Nederland,Rounding diff | eizQxK47VuwYyfDGfGPPzVWfqBfrO9ZNCQrQfeeohJ
983141599,317,9999-99-99,N/A,07.11.2020Z,Holdings Limited,Germnay,VATFRNIYCP,"&
& --",JP,JPIWFTDABL,SEK,101271.25,9107.79,9.0,GB,IT,Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;Payment fee;DROP TABLE T;
Lz8kB,480,2023-05-24 +02:00,29.10.2021 GMT+2,2026-12-32,Co Partners Oy LLC,BR,VATBR59P1W,BV Trading SpA K.K. Partners /*test*/,China,MOA5OG5N3,INR, (123.45) ,"92753,90",0.2,GB,NOR,Adjustment / credit note
":/#,/}^%{$",kZYU,20180221 +02:00,31/02/2026,17/10/2019,Sarl GmbHSarl GmbH,DE,DEZUNEYTQ0TY126L,Oy	SpA	Trading	Global	Inc,CN,CNEO71JOM3J5Q7VAT,PLN,,12..34,"21,0%",CN,🇳🇱,"🚀¥£Reimbursement😀¥
"
000420991073,450,02-Apr-2018,03-Oct-2018,05/02/2029 (local),"LLC , B.V. , BV",ITA,32FIO__9GJXR.UR,   ,AU,3XU6ASDM8SLA7171DJHZ79TO2VAT,GBP,--123,NaN,5.0,ES,DE,Export zero-rated
"{.},.)\],",-8,2026/09/06,20210721,,LLC LLC Limited,ES,DFX DFX,€™£Trading  Inc  SpA  LLC  K.K.¥©¥,BR,BRP4N52UNKOTUCBG447KR1,JPY¥,USD 314.255.52,0.00011993433151118765,0.1,AE,DE,Manual journal entry
)}$,-43,19.02.2019,21/06/2025,23.03.2022,"🚀SpA Trading",Netherlands, ,SpA Global Co NV Trading',123,6BEG//1KHR4J4MV,JPY,335278.22,€335269.67,100,Sweden,India,Software license
585063097,33.96,13/06/2020,07-May-2015,2027/08/19,,DE,DE395976817444699M,YWNlhA4j0D0WBpoK4HA5YhdWA,PL,PL745378305904EL0, USD,"""123.45""",235938.34,-2.1861864345672277,AU,NO,
694350963,149,16/08/2018 GMT+2,,20221211 +02:00,Global Limited Oy Sarl Trading,N L,30594177453RQP,S.A. Global GmbH GmbH &,SE,GB7QM6,JPY,328523.95,-561953373731.4319,"21,0%",ES,ZA,Reimbursement
"<^,>",428,2016/09/09,20230929,,Global Co LLC Holdings Co,DE/FR,G_BDR4SSV,Partners BV Global & Trading,GB,GB8Z7LXH82NUYK,CHF,883062011071.9194,185443022325.10,21.0%,DE,DE,"Reverse charge appliesline
break"
642360145,21,2026.05.08.12.99.00,08-05-26,"""2021-01-26 11:12:28",   ,ZAF,7,LLC  S.A.  Oy,Japan,VATCN3JVPD2CSZ2B174,€,0xFF,ten%,100,ZA,IE, 
#}#^)*.)\)\,352,10/16/2025 UTC,9999-99-99,16.12.2025,Holdings Oy Global,PL,PLEE8UC,"
K.K. Trading Sarl€¥",IN,¥®VATINRC1M2FNFBMYH7S,AUD,"53825,44",€11303.34,2 1 %,IND,Spain,Payment fee | yCQIzknMpXWwE0Hu4UMwHQO5EbEPMD5V 6EyDKnri3J2IqPF89V2JxJtab	inside
&}]$@@,478,2026-2-30,'20241211',2026-12-32,   ,Poland,VATV9CH7K,NV Oy Trading,IT,IT-89574932-6C7,0,308936.51,351022.68,twenty one percent,CA,,Rounding diff | cey73Y3owsbTSrubQgySJlG
%],201,2018-02-15 11:22:21,15/09/2022,2026-12-32,Sarl  Holdings  &  Global  Oy,🇳🇱, ,   ,Netherland,FR 75588045262,E_U_R,188696.47,267.973.74,twenty one percent,Norway,NO,™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀™£Import VAT£😀
00aA14m7wE,161,00/00/0000,20150320 GMT+2,1997-07-06 14:34:55,LLC OyLLC OyLLC OyLLC Oy,PL,PLLDHMMDG0RR,Co K.K. NV,SE,SEXWZ3968B,,250847.77,-799454723282.2648,,NO,???,Rounding diff
0904467670,8.21,2024-12-23 02:14:25,01/02/2026,19.09.1913,LLC S.A. Global BV Limited,AU, ,"Inc Trading Partners Inc Sarl""",AE,VAT9-_,INR,"418311,90 ","283074,50",,DE/FR,Belgium,Reimbursement
94304721,366,31/07/2025,29/02/2025,2015/03/09,Holdings Co Oy™¥,🇳🇱,UWVD2JN/2,Limited SpA Limited,SE,SET46@XJFXZVWK@E8TEW75,SEK,"'99,99'",one hundred,100,US,PL,®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf®Import VAT | kGlveqF1XqjN8Tp6bnf
/*,260,13/13/2013,2020-09-03,   ,GmbH B.V. K.K.£™,FR,01631509046T,😀LLC B.V. SarlLLC B.V. SarlLLC B.V. SarlLLC B.V. SarlLLC B.V. SarlLLC B.V. Sarl,NO,€™™.SE,USD,609399129691.6577,115785834641.41,19.0%,IE,France,"Consulting servicesline
break"
559871223,86,20230713,9999-99-99,2026-13-01,Sarl B.V.,DE,😀4,Trading LLC SpA GmbH¥,NL,NL775595263b79,SEK,0.000506351120999884,0.00,0,,IE,Adjustment / credit note
}\[{((*,75,"""2016-06-14 14:38:35",11/03/2026,24/12/2026,Limited Inc Trading BV,  ,1,	®Limited K.K. HoldingsLimited K.K. HoldingsLimited K.K. HoldingsLimited K.K. HoldingsLimited K.K. HoldingsLimited K.K. Holdings🚀😀,AU,_1T0./2AI3HLG2F,NOK,-327422239581.72546,-22919556770.72,0.07,IE,BR,"Import VAT | JQyNcIj14wCUJXFOBmsGZ5 zHxA4EgaNXJAh""unclosed"
000047331304,429,20251007,1/1/1,2019/05/12,LLC  B.V.,Nederland,DE8HMS2J1I,,IE,IE0D,GBP,758766991587.6035,€-2342878315985.44,-3.0877441190302797,BR,United States,Office supplies
793801666,92,,29/02/2025,13-Mar-2024,,US,JG1,GmbH SpA S.A.,ZA,NTZ7GK,NOK,1e309,inf,9999,N L,Germnay,Intra-EU acquisition;DROP TABLE T;
06077376,28,2053-07-14 04:04:09,2016-04-21,12-Dec-2025,Limited & LLC K.K. Sarl,,Z,Inc LLC,ES,VA0,CAD,0.0006100538669215951,"""123.45""",0.19,BE,JP,Payment fee | D D7Upge4Mcq
%#$):[!,52,17/06/2021,09/10/2015,2026-13-01,Holdings Sarl Inc Sarl GmbH,GB,GB-4189499-Z,,FRA,YXIQ1H,USD,NaN,nan,NaN,BE,CA,Export zero-rated
000070019769,-25,2017/08/04 GMT+2,10/08/2027,2026.05.08.12.99.00,B.V. GmbH Inc,🇳🇱,0ILSO_WIE,"Oy	Sarl,",AU,AUOL7GP,USD,179162.68,492140.15??,0.05,123,Poland,Consulting servicestab	inside
000909079181,353,04/25/2016,07-Nov-2026,2026-10-05 GMT+2,Oy NV NV Limited'™¥,IE,¥4HI36135B,   ,IND,	£JGEH.6DT6F3-UBD,€,-8767816705.089355,€-789103503.46,0.09,DE,  ,Consulting services;DROP TABLE T;
0655592635,17,31/02/2026,08-05-26,2027-09-04,"
¥€Inc LLC NV Inc B.V.¥
",IN,INWGGMXVEX5TEB4I5PKWWE,"₹
€Global Oy SpA Global BVGlobal Oy SpA Global BVGlobal Oy SpA Global BVGlobal Oy SpA Global BV₹¥",JP,©😀	EQ.ZL//FFI69MUODO9O4EN787,USD,"""123.45""",74323.28,0.25,United States,GB,Payment fee
^;[(@,235,2019-04-19 00:26:20,,2026-01-14,Inc	Holdings,CN,CNV8,Sarl Oy Trading,United States,₹MAI2W9,PLN,ten%,359052.00,0.21,United States,BR,Software license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9jSoftware license | jQ6CaTuu4Y g dJ5HGCBH e93mEU2DrvH4FAI66llMZmpIWGZ9j
539665984,177,2026-05-08T25:61:61,26/10/2022,   ,🚀©©B.V. K.K. Oy Co Partners©,🇳🇱,USXQLKJRNKKRPX9@,S.A. Trading Partners S.A.😀,  ,"5N6VAT",GBP ,1e309,€inf,"21,0%",IT,???,Export zero-rated;DROP TABLE T;
&#&\.:&\@:},246,2019-08-31 14:28:11,'2089/07/16',24.06.2005,Sarl TradingSarl TradingSarl TradingSarl TradingSarl Trading,IT,ITR440DG2F,"Co , NV , & , HoldingsCo , NV , & , Holdings",,VATSEJTLJY4HU,AUD,-723023919244.9788,-36151195962.25,0.05,CN,???,Export zero-rated
5IOaqsyUDI1pK2QX,Icb0y,03/18/2023,04/08/2018,26/07/2024,K.K. K.K. Inc LLC --,IN,IN3GLEGW07QN9Y0N,€Limited NV LLC Global Trading,IT,IT424018173243699QY,USD, ,one hundred,VAT21,PL,Nederland,Export zero-rated
e65OIwnOPldcOe,262,   ,27/12/2027Z,2017/05/13,Trading	&	Inc,Poland,GB6L1UHD66BL,€Limited BV Limited Global BV,NL,₹GXSK_G7BT2WYU3.,eur,12..34,"€126059,75",5.0,IE,Netherlands,"Export zero-rated""unclosed"
..&)/},262,2022/10/26,2017-10-25,22-May-2016,Partners Trading B.V.,AU,AUID02IZ0ZX1E7Y4PYCRIK,Partners B.V. Partners LLC,IE,UNKNOWN,USD,   123   ,31.04,"0,21",IN,🇳🇱,Office supplies
TIBci39Dw608F7,K3QU,05/27/2017,29/11/2016,2026.05.08.12.99.00,B.V. GmbH BV B.V.,US,USL4GGL53TQTYQ,6aC/622CsO/Qs,Germnay,V-H,CHF,291843600658.4357,29184360065.84,0.1,CN,United Kingdom,"™Freight charges¥"
704180461,1717,2026-2-30,2026-04-31,20200526,,France,ESLTJGKYV6RT,& Trading B.V. /*test*/,Netherland,UNKNOWN,CAD,NaN,nan,"21,0%",123,CN,Reverse charge applies
